id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1162410068962414592,How about you close your mouthI do know if niggas really wanted 2k they’d buy the shit for themselves instead of asking somebody else to buy it like they do every year�,niggas,niggas,YES,niggas,buy the shit,YES,,,,,,,,,,,,,,,
1188220388658089987,I got my Own money ion need a niggas for shit !,niggas,niggas,YES,niggas,for shit,YES,,,,,,,,,,,,,,,
1159246280763117568,@USER @USER Fortunately the majority of Americans are decent enough not to support this disgusting bastard.,bastard,this disgusting bastard,YES,,,,,,,,,,,,,,,,,,
1186812211383226368,Dumb bitches will care more about the happiness and well-being of fictional characters than their own selves. It's me. I'm dumb bitches,bitches,Dumb bitches,YES,I'm,dumb bitches,YES,,,,,,,,,,,,,,,
1159307655736729600,"@USER @USER Someone Always Gotta Fuck It Up For The Group , Even If OhGeesy Ain’t Do Shit",Someone,Fuck It Up,YES,OhGeesy,Ain't Do Shit,YES,,,,,,,,,,,,,,,
1186043290396889089,all these bitches think they bad but I think they boring @USER,bitches,bitches,YES,,,,,,,,,,,,,,,,,,
1188595286597427201,Y’all have all these degrees and still be dumb as hell. ,Y'all,dumb as hell,YES,,,,,,,,,,,,,,,,,,
1159481918041337856,@USER And who the fuck is in charge of their training? Even god damn NMR look more synchronised.,NULL,who the fuck is in charge,YES,,,,,,,,,,,,,,,,,,
1186335334696673280,it’s always the unsaved numbers startin some shit ,the unsaved numbers,startin some shit,YES,,,,,,,,,,,,,,,,,,
1162200794239623168,Lord knows I’d be the bad person if I start to expose shit on the nigga and start fuckin up shit..,I,expose shit,NO,nigga,nigga,YES,nigga,fuckin up shit,YES,,,,,,,,,,,,
1157950661222268928,Babies r all fun and shit except when they turn 8 and be so annoying,Babies,shit,YES,Babies,annoying,YES,,,,,,,,,,,,,,,
1185984566361767936,some girls really are boring like damn you really don’t do nothi,girls,boring,YES,girls,don't do nothing,YES,,,,,,,,,,,,,,,
1155535227449749504,The ones that think they the shit really ain’t shit. ,The ones,the shit really ain't shit,YES,,,,,,,,,,,,,,,,,,
1156333609743204352,@USER It's like they're going out of their way to do stupid shit.🤦�,they're,do stupid shit,YES,,,,,,,,,,,,,,,,,,
1157681096164892672,If we paying rent we should be able to use the driveway wtf shit is this???,NULL,wtf shit is this???,YES,,,,,,,,,,,,,,,,,,
1186801456944504832,Do they put fucking superglue in this shit I am not okay,NULL,fucking superglue,NO,NULL,this shit,NO,,,,,,,,,,,,,,,
1188173842574905347,"Bare kids like go to a bar or dancehall party or somethingWhats wrong with ppl 19 or 20+ going to all ages ? Lmfao, u guys dumb as fuck my word",ppl,Whats wrong,YES,guys,dumb as fuck,YES,,,,,,,,,,,,,,,
1155661694284251137,@USER And women do the same thing. The real question is why people like being treated like shit. Idiots�,people,treated like shit,YES,people,Idiots,YES,,,,,,,,,,,,,,,
1156949378919215104,True.. if they fuckin for free they the dumbest bitches in America. Gotta Make these niggas pay you@noel_ell @USER Lmfaooo...they're not very good ones if they leave with nothing but a wet 🐱,bitches,fuckin for free,YES,bitches,dumbest bitches,YES,niggas,niggas,YES,,,,,,,,,,,,
1161385512134991872,People who have their steaks cooked well done are fucking nonces end of discussion,People,fucking nonces,YES,,,,,,,,,,,,,,,,,,
1187128319629778944,"@USER Choke Their Mindless Asses Till They Give It Up, What Could Cause Them To Kill That Baby! #BADDMOONRISING",NULL,Choke Their Mindless Asses,YES,Them,Kill That Baby,YES,,,,,,,,,,,,,,,
1158439624865456129,Niggas Be gangsta till they found out you pull up wit that bullshit fr,Niggas,Niggas,YES,Niggas,bullshit fr,YES,,,,,,,,,,,,,,,
1187178715517554688,If elfrid Payton still had that stupid fuckin haircut I’d be able to forgive these dumb fouls much easi,elfrid Payton,stupid fuckin haircut,YES,fouls,dumb fouls,YES,,,,,,,,,,,,,,,
1157032924123938816,All i wanna do is have sex and not feel negative shit,NULL,negative shit,NO,,,,,,,,,,,,,,,,,,
1186022111816503296,"The only thing on my ig story rn is fine bitches, ass &amp; titties�",bitches,bitches,YES,bitches,ass &amp; titties�,YES,,,,,,,,,,,,,,,
1161262413574017024,where the hell are the wholesome niggas that y’all bitches got lmao point me in that directio,niggas,niggas,YES,y'all,bitches,YES,,,,,,,,,,,,,,,
1158627494859329537,Some parts of me are pure evil and they scare the shit out of me for real,me,pure evil,YES,NULL,scare the shit,YES,,,,,,,,,,,,,,,
1187925727544578048,@USER How to use them. Do tricks and shit.,NULL,shit,NO,,,,,,,,,,,,,,,,,,
1155738702569705472,@USER Bruh niggas had one with the middle back seat of a car shit has gone too far,niggas,niggas,YES,NULL,shit has gone,NO,,,,,,,,,,,,,,,
1187855293889339392,Bitch I’m white as hell all these people call me cracke,Bitch,Bitch,YES,these people,cracker,YES,,,,,,,,,,,,,,,
1161993474264244226,Girls always talking shit go shoot it out wit the niggas that gave y’all herpes ,Girls,talking shit,YES,niggas,niggas,YES,niggas,herpes,YES,,,,,,,,,,,,
1188234189147004928,MLK was fucking white hoes Frederick Douglas had a concubine Malcolm X let white men run the cheeks This shit is exhausting �,hoes,fucking white hoes,YES,NULL,This shit,YES,,,,,,,,,,,,,,,
1161959957392175104,@USER Labour and Lib Dem expect to take control of the country. Let me consider that for a while.......... fuck off !,Labour,fuck off !,YES,Lib Dem,fuck off !,YES,,,,,,,,,,,,,,,
1157762000157597696,@USER I’m so offended 🤦🏽‍♀️ *mumbles* fucking peas and carrots but no sazón or adobo who the fuck raised,these people,the fuck raised,YES,,,,,,,,,,,,,,,,,,
1188417595688378369,On another day of customers are fucking dumb as rock.,customers,fucking dumb as rock,YES,,,,,,,,,,,,,,,,,,
1187467847842357248,"@USER @USER See, I almost missed that fucking loser comment because they don't follow me �",loser,fucking loser,YES,,,,,,,,,,,,,,,,,,
1187523816802537472,The sound of people chewing drives me so fucking crazy 🙄,me,fucking crazy,NO,,,,,,,,,,,,,,,,,,
1187746765262471168,Bitches play stupid and don’t know I’m du,Bitches,Bitches,YES,Bitches,play stupuid,YES,I'm,dumber,NO,,,,,,,,,,,,
1156305255426138114,"the age I started fucking, people don’t even know cause them niggas ain’t run they mouth... maybe my pussy wasn’t as good back th",I,started fucking,YES,niggas,niggas,YES,my,pussy,YES,,,,,,,,,,,,
1160100714858704901,@USER You mfs would split like 15 pills and shit crazy asses 😂😭 id be chillin and see you guys on the couch like a fuckin potat,mfs,mfs,YES,mfs,crazy asses,YES,guys,fuckin potato,YES,,,,,,,,,,,,
1160586452557844482,"@USER @USER Fuck I'd eat it all. The Dumpster of Mississippi, they'd call me",NULL,Fuck,YES,,,,,,,,,,,,,,,,,,
1186726647640350723,Not only 1 of yo sister said that fucked up shit but both of them oldest and youngest 🤦�,yo sister,fucked up shit,YES,,,,,,,,,,,,,,,,,,
1188039754161541120,Out dumb asses be whispering arguments so we don't wake the kid up �,dumb asses,dumb asses,YES,,,,,,,,,,,,,,,,,,
1160508330365915136,Lmfao man my room mates be havin 3 somes and orgys and shit these niggas crazy �,room mates,shit,YES,niggas,niggas crazy,YES,,,,,,,,,,,,,,,
1161077878034857984,some y’all bitches got some big ass fuckin heads. and im bitch,y'all,bitches,YES,y'all,big ass fuckin heads,YES,bitches,bitches,YES,,,,,,,,,,,,
1162478529981878272,So that girl who made the “cancel culture is bad and toxic” outed herself as an anti black racist. Damn the jokes just write themse,that girl,anti black racist,YES,,,,,,,,,,,,,,,,,,
1186151267556564993,Bitches now days be a whole different breed of hoe. Like does that shit not bother you at all?,Bitches,Bitches,YES,Bitches,breed of hoe,YES,Bitches,that shit,YES,,,,,,,,,,,,
1187156230508339200,i thought bitches was delusional but on my soul these niggas is too😂😂�,bitches,bitches,YES,bitches,delusional,YES,niggas,niggas,YES,,,,,,,,,,,,
1162207676928942083,The white people in New seasons will really look at u crazy as if you can't be here type shit . 🤣 I hate th,white people,look at u crazy,YES,white people,type shit,YES,white people,I hate them,YES,,,,,,,,,,,,
1187294438537588737,"The worst thing about living in Australia is our politics are almost as fucked up abd racist and fascist as America but here, nobody cares",NULL,fucked up,YES,America,racist,YES,America,fascist,YES,,,,,,,,,,,,
1158250066122956800,@USER More people need to carry to stop this shit,people,stop this shit,YES,,,,,,,,,,,,,,,,,,
1158565125097324544,NZ COURIER WHERE THE FUCK ARE MY GOMS HUH!? THEY LEFT AUCKLAND YESTERDAY MORNING. THEY SHOULD BE WITH ME �,COURIER,WHERE THE FUCK ARE MY GOMS,YES,,,,,,,,,,,,,,,,,,
1187164801073602562,literally if everyone doesn't chill the fuck out i'll scream it is NOT that bad,everyone,chill the fuck out,YES,,,,,,,,,,,,,,,,,,
1185755856408842241,had to tell all these baby yankee fans about 2003 and they looked at me like damn you old as shit bro,yankee fans,baby yankee fans,YES,yankee fans,old as shit,YES,,,,,,,,,,,,,,,
1161881763263766533,@USER @USER @USER Show some fucking respect for the dead you sick bastards.,NULL,some fucking respect,YES,NULL,you sick bastards,YES,,,,,,,,,,,,,,,
1160297582700183552,"And shut up with the ""ideology of whiteness"" -bullshit",NULL,ideology of whiteness,YES,,,,,,,,,,,,,,,,,,
1158328155603636225,@USER @USER So disgusting.. These black Americans are just the most annoying set ot people on earth,NULL,So disgusting,YES,black Americans,annoying,YES,,,,,,,,,,,,,,,
1187902335982407680,the girls that bitch about adulting also have their dads pay for their college,girls,bitch,YES,,,,,,,,,,,,,,,,,,
1161761348214317067,How big is the fuckin X Men house how many weird little gays can they possibly fit in that bitch,gays,weird little gays,YES,NULL,that bitch,YES,,,,,,,,,,,,,,,
1186504089326280705,Some of these clowns have 3-4 kids. How the actual fuck,clowns,clowns,YES,clowns,the actual fuck,YES,,,,,,,,,,,,,,,
1156533089881010177,@USER Rage guitars on some joints to edm as fuck. I’mma get high as fuck and listen this weeke,NULL,as fuck,NO,NULL,high as fuck,NO,,,,,,,,,,,,,,,
1158270970626498560,@USER Yeah aliens landed from planet nod in their space ships and they supplied the fucking lights.,@USER,fucking lights,YES,,,,,,,,,,,,,,,,,,
1187194840930508802,I just seen the energy Barclays had tonight .. and no funny shit ... They shit gonna be rockin when KD come back 🤦�,NULL,no funny shit,NO,They,shit gonna be rockin,NO,,,,,,,,,,,,,,,
1186492898633756672,Damn Summer and London broke up already? 😭 they was so fucking cu,they,fucking cute,NO,,,,,,,,,,,,,,,,,,
1160343249749467137,old ass women who are bitter for no reason get on my nerves .. ‘rEspEcT yOUr eLdERs’ my ass. hoe squar,women,old ass,YES,women,bitter,YES,women,get on my nerves,YES,women,my ass,YES,women,hoe square up,YES,,,,,,
1160562344063377408,@USER also male byleth always looks beyond fucking pissed literally all the time and thats hilarious,male byleth,looks beyond fucking pissed,YES,male byleth,hilarious,YES,,,,,,,,,,,,,,,
1186094969188179968,@USER they’re mad because they’re the ones wearing dingy ass socks with their strap pleaser,they're,mad,YES,they're,wearing dingy ass socks,YES,,,,,,,,,,,,,,,
1187292240890122241,the power went out for no reason at all what the fuck,NULL,what the fuck,NO,,,,,,,,,,,,,,,,,,
1155636667040112641,@USER @USER @USER Fuck yeah! And these are those times.,NULL,Fuck yeah!,NO,,,,,,,,,,,,,,,,,,
1188300569536057346,Damn bit y’all ain’t eat 😂A&amp;M think they winning off that lil push but forget we finna eat they ass up tomor,NULL,eat they ass up tomorrow,YES,,,,,,,,,,,,,,,,,,
1159941441021288448,For no reason I’ll be participating in black out Friday ...cause fuck ,NULL,fuck it,NO,,,,,,,,,,,,,,,,,,
1162222617736048640,Pronouns in bio.ALSO hypersexualizing Indigenous women and girls in general is also gross so jot that shit down,Indigenous women,hypersexualizing,YES,NULL,gross,YES,NULL,jot that shit down,YES,,,,,,,,,,,,
1159845231207960580,"@USER Thank you for your appropriate use of ""Fuck you"" to all assholes full of their own bullshit.",NULL,Fuck you,YES,assholes,assholes,YES,asshole,bullshit,YES,,,,,,,,,,,,
1186286773778944004,@USER @USER Lmao man niggas bet not take that shit to heart,niggas,niggas,YES,niggas,take that shit to heart,YES,,,,,,,,,,,,,,,
1156896517606629376,"none the bitches wanna drink with me, I hate y’a",bitches,bitches,YES,bitches,hate y'all,YES,,,,,,,,,,,,,,,
1188165985745825792,"Y’all buying these fake ass Cubans to go to the club to wear em once stop going broke trying to look ric",y'all,buying fake ass Cubans,YES,Y'all,broke,YES,Y'all,trying to look rich,YES,,,,,,,,,,,,
1158145921760337926,@USER CBS blaming Trump for these shootings? Really. You people make me sick. Fake news.... Laws do nothing to evil people...,Trump,shootings,YES,You people,make me sick,YES,,,,,,,,,,,,,,,
1160208093118107648,"Just abolish all politics, fuck em we dont need em just throw em in the trash",em,fuck em,YES,em,throw em in the trash,YES,,,,,,,,,,,,,,,
1154054702570639360,"bitches who were born from c sections cant say shit, you were removed instead of born",bitches,bitches,YES,bitches,cant say shit,YES,,,,,,,,,,,,,,,
1162174096899215360,"When do yall think people gonna putting the name ""K8tlynn3"" on birth certificates cause I know some of yall be dumb as shit like that",yall,dumb as shit,YES,,,,,,,,,,,,,,,,,,
1186798382813274112,bitches clear as day sneak dissing on this weak ass app &amp; soon as i say sum ima b wrong or just tryna argue🥴�,bitches,bitches,YES,bitches,dissing on this weak ass app,YES,bitches,tryna argue,YES,,,,,,,,,,,,
1161689893157781504,What the fuck is wrong with super rich people that they want to fuck kids so bad? Capitalism rewards the absolute worst people on the planet,super rich people,What the fuck is wrong,YES,super rich people,fuck kids,YES,super rich people,the worst,YES,,,,,,,,,,,,
1159465399420895235,I just like that all of these established people are fucking up. Fuck it up so you can move out the way..,people,fucking up,YES,people,Fuck it up,YES,,,,,,,,,,,,,,,
1159938146940923905,some of y’all mean as fuck. people have the right to be upset their show is cancelled. how would u feel lmao st,y'all,mean as fuck,YES,y'all,stfu,YES,,,,,,,,,,,,,,,
1156606780480225281,y’all bitches HATE us and this is blatant as fuck. lmaooooo. go Megan baby. keep goin,y'all,bitches,YES,y'all,HATE us,YES,y'all,blatant as fuck,YES,,,,,,,,,,,,
1188691527653982208,We got couples on here talking shit to each other the acting like nothing happen . Crazy lol,couples,talking shit ,YES,couples,Crazy,YES,,,,,,,,,,,,,,,
1160745014101774337,"@USER Curse the men, that hate a picture of a hard ass. Jk~",men,Curse,YES,men,hate a picture of a hard ass,YES,,,,,,,,,,,,,,,
1159581811569319938,@USER Nigga said he wanna be high on all them drugs wtf wrong wit that nigga,Nigga,Nigga,YES,Nigga,wtff wrong wit,YES,nigga,nigga,YES,,,,,,,,,,,,
1187116506284298240,@USER They know they are full of shit. It's to create a shitshow because there is no defense they can come up with for Trump's crimes.,They,full of shit,YES,They,create a shitshow,YES,Trump's,crimes,YES,,,,,,,,,,,,
1162099139401920517,I’ve promoted &amp; posted so much shit on my ig today &amp; its all by people i know personally. my circle go crazy 🙏,NULL,shit,NO,my circle,go crazy,YES,,,,,,,,,,,,,,,
1158524522120847360,these ‘peace and luv uwu ✨🌻💛☀️’ bitches always have the w,bitches,bitches,YES,bitches,have the worst attitudes,YES,,,,,,,,,,,,,,,
1156402607600087040,all these cute ass moms smh unfair that some other dude had a head start,moms,cute ass moms,NO,,,,,,,,,,,,,,,,,,
1156601982582480897,Why u Mother’s ain’t tell me babies take their diapers off whenever and wherever and swing that shit in yo face and run off? 😫,babies,swing that shit,YES,,,,,,,,,,,,,,,,,,
1162271884458643465,i’ll be DAMNED if the white ancestors way back in my bloodline get credit for my beautiful ass. no sir. got me all the way fucked up ,white ancestors,fucked up,YES,,,,,,,,,,,,,,,,,,
1156260447710040067,the scars are sick of this shit reigen they're gonna make a move and not sit around,NULL,sick of this shit,NO,,,,,,,,,,,,,,,,,,
802202469468094470,Stop blaming all whites stop blaming all blacks stop blaming all Muslims blame whoever the fuck did it and leave the rest of us alone,NULL,whoever the fuck,YES,,,,,,,,,,,,,,,,,,
1157704039032745984,b ready to Risk It All to get some shit done💯,NULL,get some shit,NO,,,,,,,,,,,,,,,,,,
1161502120274796544,"@USER Listen idiot, I know plentifully of white people who have had tremendous struggles. Stop being a racist",@USER,idiot,YES,@USER,racist,YES,,,,,,,,,,,,,,,
1159390984322445313,God people make me fucking angry when they stick their nose into drama that isn't anything that they need to fucking worry about,people,fucking angry,YES,people,fuckinh worry about,YES,,,,,,,,,,,,,,,
1162471109062733825,they're talking about GAMES and you dumb asses have to sexualize it 🤡 sick of y'a,NULL,dumb asses,YES,NULL,>!,YES,y'all,sick of,YES,,,,,,,,,,,,
1161701819434881025,i’m so fucking fat and yet i refuse to stop eati,i'm,fucking fat,NO,,,,,,,,,,,,,,,,,,
1186449418729480194,Hating niggas from the side watching be the same ones I shit on,niggas,Hating niggas,YES,niggas,shit on,YES,,,,,,,,,,,,,,,
1187959728149815296,It’s these bitches they be fucking with that make them think everyone goes like that 💀Niggas really be thinking shit is swee,bitches,bitches,YES,they,fucking with,YES,Niggas,Niggas,YES,Niggas,thinking shit,YES,,,,,,,,,
1188117270498893826,Some people are so fucking ugly and I mean internally ugly,Some people,fucking ugly,YES,I,internally ugly,NO,,,,,,,,,,,,,,,
1161382371423395840,soon as you make a tweet about something here these bitches with they salty ass sneak disses sit tf down annoying ass bitches weird as shit,bitches,salty ass sneak disses,YES,bitches,sit tf down,YES,bitches,annoying ass bitches weird as shit,YES,,,,,,,,,,,,
1188288228941598721,I don't rape none of these hoes bitch they rape me first,hoes,rape,YES,bitches,bitch,YES,hoes,rape me,YES,,,,,,,,,,,,
1187432896929226752,Y all these scam niggas followin me on the gram 🤣,Y all,scam niggas,YES,,,,,,,,,,,,,,,,,,
1160313663984754689,Alex loveeeee sayin these bitches be flow ain’t no way in helll alllll these bitches are fei,Alex,sayin these bitches be flow,NO,bitches,feins,YES,,,,,,,,,,,,,,,
1157904569109811201,White men should be cancelled until they can chill the fuck out.,White men,cancelled,YES,White men,chill the fuck out,YES,,,,,,,,,,,,,,,
1185925745194913792,"Even though we are shit and crap , if we don't give all against bin dippers then it's time to liquidate our club 💪",we,shit,YES,WE,CRAP,YES,,,,,,,,,,,,,,,
1160989092613709824,@USER Niggas really told the NCAA to change that shit,Niggas,Niggas,YES,Niggas,change that shit,YES,,,,,,,,,,,,,,,
1162158436643217419,@USER Niggas be crazy af nowadays. They have no boundaries nor respect.,Niggas,Niggas,YES,Niggas,be crazy af,YES,Niggas,no boundaries,YES,Niggas,nor respect,YES,,,,,,,,,
1186316679254429696,"I intend to stay as lowkey as possible, so sick of bullshit.",I,sick of bullshit,YES,,,,,,,,,,,,,,,,,,
1187539325673771008,Out of town niggas always yelling out “We not from 63rd” bitch you not even from Chicago. �,niggas,niggas,YES,niggas,bitch,YES,,,,,,,,,,,,,,,
1161224826440302592,@USER @USER What did these stupid fucking think the animals were gonna do!? And what is the point!? Seriously 🤦�,these stupid,fucking think,YES,,,,,,,,,,,,,,,,,,
1188624175558254592,@USER @USER I will sign any thing to get rid of these two criminals and disgusting pigs not human,NULL,two criminals,YES,NULL,disgusting pigs,YES,NULL,not human,YES,,,,,,,,,,,,
1188319166840922113,Everybody got them a group of friends except my ass �,my,ass,NO,,,,,,,,,,,,,,,,,,
1187150783646703616,@USER POTUS could have dropped the Human predicate. Scum would hsve been a sufficient description for these cowards,@USER,Scum,YES,@USER,cowards,YES,,,,,,,,,,,,,,,
1154238338917756928,All the guys that thought I was weird in HS wanna eat my ass now,the guys,weird ,YES,the guys,eat my ass now,YES,,,,,,,,,,,,,,,
1154917636410683392,I need to get my sleep schedule together this shit is all fucked up g !,NULL,fucked up,YES,,,,,,,,,,,,,,,,,,
1155729667258748928,Girls who hot and know they hot will ruin your life and girls who not hot and feel they hot need to shut the fuck up,Girls,ruin your life,YES,Girls,shut the fuck up,YES,,,,,,,,,,,,,,,
1188202794769141762,@USER No way in hell should eod trump c4 maybe a nade but not c4 the dev team at infinityward are fucking scared pussy cowards,dev team,fucking scared pussy cowards,YES,,,,,,,,,,,,,,,,,,
1158593207162363904,@USER Listen that was fucking terrifying thanks I hate it,@USER,fucking terrifying,NO,@USER,I hate it,NO,,,,,,,,,,,,,,,
1186524230491488256,@USER Lmao if that’s all I gotta do then bitches are du,bitches,bitches,YES,bitches,are dumb,YES,,,,,,,,,,,,,,,
1157422932735549441,It sounds so selfish but fuck everybody and how they feel. Do it for your mental health ya,everybody,fuck everybody,YES,,,,,,,,,,,,,,,,,,
1159640981404311552,These people know they be the fucking police adding both of my pages,These people,fucking police,YES,,,,,,,,,,,,,,,,,,
1162240325798125568,"Brah , why do fine ass girls always gotta get pregnant by a fuck boy 😩 , im tired of these niggas beating us to it �",girls,fine ass,NO,girls,pregnant by a fuck boy,YES,niggas,niggas,YES,,,,,,,,,,,,
1155689381421813760,"Fuck these niggas, I’m sick of he games forre",niggas,Fuck these niggas,YES,niggas,sick of he games,YES,,,,,,,,,,,,,,,
1159893614585159683,"Man when skinny women get thick , that shit hit like graduation day . I be proud of y’all and shit 😂",y'all,shit,NO,,,,,,,,,,,,,,,,,,
1187388009559347200,I don't wanna live with these stupid people anymore,people,stupid people,YES,,,,,,,,,,,,,,,,,,
1162167357151858689,@USER Bitches are niggas and niggas are bitches. What a backwards world we live in,Bitches,nigga,YES,niggas,bitches,YES,,,,,,,,,,,,,,,
1159498849083383808,Someone told me the realist niggas go threw the most shit,niggas,niggas,YES,niggas,most shit,NO,,,,,,,,,,,,,,,
1161520956805918720,Some of y’all white girls outta get ur shit rocked for sayin the n word w ur whole che,white girls,shit rocked,YES,white girls,n word,YES,,,,,,,,,,,,,,,
1187662249592348672,Good Lordt both Erica and Tina Campbell married some ugly ass men!,Erica,married some ugly ass men,YES,Tina Campbell,married some ugly ass men,YES,,,,,,,,,,,,,,,
1159259388542103552,I wish I could go back in time and live off the land I’m sick of dealing with all these soft ass people and their soft ass opinio,people,sick of,YES,people,soft ass people,YES,people,soft ass opinions,YES,,,,,,,,,,,,
1158083300843499520,On See How These Bitches Be Letting These Niggas Play With Them Or Treat They Ass Bitch If You Don’t Go Cheat On That Nigga,Bitches,Bitches,YES,Niggas,Niggas,YES,Bitches,Treat They Ass Bitch,YES,Bitches,Cheat on That Nigga,YES,,,,,,,,,
1161074535657037829,"just reading comments to some shit on here , some of y’all r really dumb . like zero brain cells 🤦🏽‍♀️ it’s a",y'all,r really dumb,YES,y'all,zero brains cels,YES,y'all,it's actually sad,YES,,,,,,,,,,,,
1160035011606671360,@USER @USER America elected a black man and you guys had a complete fucking racist meltdown.,you guys,fucking racist meltdown,YES,,,,,,,,,,,,,,,,,,
1160943408954970114,some people just need to shut the fuck upim against the first amendment,some people,shut the fuck upim,YES,,,,,,,,,,,,,,,,,,
1160591743487623168,every fucking day these niggas wake me up blasting music. i’ve had enou,these niggas,these niggas,YES,these niggas,every fucking day,YES,,,,,,,,,,,,,,,
1186798877950824454,"YB music must have Herpes too, cause all that nigga shit be Bumping 😂😂",YB music,have Herpes,YES,YB musci,nigga shit,YES,,,,,,,,,,,,,,,
1161871215012790273,Ofn They got some in common they both bitches and they like to gossipWen Niggas Sneak Diss To Bitches Dat Shit Get Under My Skin,they,both bitches,YES,they,like to gossip,YES,Niggas,Niggas,YES,Niggas ,Sneak Diss To Bitches,YES,Niggas ,Shit Get Under My Skin,YES,,,,,,
1156416404758753280,Centrists: Why is Bernie yelling? gAwwH! Everyone else: DONALD FUCKING TRUMP IS IN THE FUCKING WHITE HOUSE!,Everyone else,FUCKING WHITE HOUSE,YES,,,,,,,,,,,,,,,,,,
1161046547318091776,@USER @USER @USER @USER Trump broke every fucking law there is but we Americans are sick of it!,Trump,broke every fucking law,YES,Trump,sick of it,YES,,,,,,,,,,,,,,,
1155880221356068867,@USER Who is this douchebag and why is he in my timeline every day? The hate filled Jesus people are disgusting.,@USER,douchebag,YES,people,hate filled Jesus people,YES,people,disgusting,YES,,,,,,,,,,,,
1186718447453036544,PUT EM RIGHT ON THE NEWS😂😂😂😂😂😂🤧🤷🏾‍♂️ they gonna be famous alright@iam_CRANE I swear 😂 niggas be wantin street cred too much. Nigga gone make a,niggas,niggas,YES,Nigga,Nigga,YES,Nigga,example of they ass,YES,,,,,,,,,,,,
1159592872443822080,@USER Need to get some weight off this shit too,NULL,weight off this shit,NO,,,,,,,,,,,,,,,,,,
1186342635876675584,"fuck the 31st October deadline yo, it's bullshit from Johnson and his cronies to satisfy a bunch of racists and fools bruh. #c4news",Johnson,bullshit from,YES,cronies,cronies,YES,bunch of racists,bunch of racists,YES,fools,fools,YES,,,,,,,,,
1155554749321625600,"@USER If they are stupid, they deserve to be called stupid. Try asking intelligent questions, dicknipples.",they,are stupid,YES,they,called stupid,YES,@USER,Try asking intelligent questions,YES,@USER,dicknipples,YES,,,,,,,,,
1186456454577958913,Grown ass niggas in Sova really just came and threw bananas at our door�,niggas,Grown ass niggas,YES,,,,,,,,,,,,,,,,,,
1160021140586340353,I get to do the right thing and get a chaser these fools got a $3 card limit I told them fuck them cuz that shit is ILLEGAL,these fools,fools,YES,these fools,fuck them,YES,these fools,that shit is ILLEGAL,YES,,,,,,,,,,,,
1186748151761268737,This SENT me😂Me at white people: y’all white White people: wtf???? but if I called YOU a lazy stupid beaner dirty fat bitch that’d be racist h,White people,wtf,YES,White people,lazy stupid beaner dirty fat bitch,YES,White people,that be racist huh?,YES,,,,,,,,,,,,
1156345277680242688,"@USER Lmao facts , niggas start checking the clock and shit 😂 😂 fuuuck we gotta cool i",niggas,niggas,YES,niggas,and shit,YES,niggas,fuuuck,YES,,,,,,,,,,,,
1160087368969392128,gotta stop trryna hang on people you thought was real. fuck em only the real ones matter,NULL,fuck em,YES,,,,,,,,,,,,,,,,,,
1156033829951307778,And we say Hell Yeah. Hell yeah. Hell yeah. Fuckin’ right. Damn right. Alrigh,NULL,Fuckin' right,YES,,,,,,,,,,,,,,,,,,
1188108511160483840,"Ya’ll bitches lace fronts be killing. I be feeling like Moses wanting to walk through ya’ll shit, cause that wide part ya’ll be hav",Ya'll,bitches,YES,Ya'll,lace fronts be killing,YES,ya'll,shit,YES,,,,,,,,,,,,
1155586386336059394,These stupid housemates will go and nominate tacha instead of gedoni 😒😒#BBN,housemates,stupid,YES,,,,,,,,,,,,,,,,,,
1160112920753102848,"bitches be ugly, fat, dumb and annoying asf. i’m bitche",bitches,ugly,YES,bitches,fat,YES,bitches,dumb,YES,bitches,annoying asf,YES,i'm,bitches,NO,,,,,,
1159573484743405587,Why the fuck we debating dates like y’all niggas be getting bitches anyway ,we,Why the fuck,YES,y'all,niggas,YES,niggas,getting bitches,YES,,,,,,,,,,,,
1188619558124322816,all these women with ass and i ain’t get none like wtf. shit not fa,women,with ass,YES,women,wtf,YES,women,shit not fair,YES,,,,,,,,,,,,
1186757901202984960,Alexander McQueen shoes are so ugly damn guys stop bullying yourself with these 😢😢😔❌ I BEG ,Alexander McQueen,so ugly,YES,guys,bullying yourself,YES,,,,,,,,,,,,,,,
1157548332736233472,@USER unfortunately men actually make you feel like you need their agreement to make it real. emotional abuse is a bitch.,men,emotional abuse is a bitch,YES,,,,,,,,,,,,,,,,,,
1157262503971381248,@USER @USER @USER Dogs literally eat shit of other animals that ate hotdogs!! Don't think it will hurt at all.,Dogs,eat shit,NO,,,,,,,,,,,,,,,,,,
1160902227747196928,My heart goes the fuck out to all those hurting.,NULL,fuck out,NO,,,,,,,,,,,,,,,,,,
1185953498606780416,@USER Pick it the fuck up champions league winners shouldn’t be letting this Calibre of opponent look more lethal up t,NULL,fuck up,NO,,,,,,,,,,,,,,,,,,
1160996458734264321,"We are all born ignorant, but one must work hard to remain stupid. - Benjamin Franklin #quote",NULL,NULL,NO,,,,,,,,,,,,,,,,,,
1158636550806265856,What sick fuck marked the Higher Art and Design folios I spent countless hours and hours on them bastards #SQAresults,NULL,sick fuck,YES,them bastards,bastards,YES,,,,,,,,,,,,,,,
